YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Type,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Age(years),Education,Sex,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,33.4,33.4,29.1,38.0,776.0,55 - 64,Unknown,Unknown,Unknown,Unknown,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,29.3,29.3,24.1,35.0,600.0,65 or older,Unknown,Unknown,Unknown,Unknown,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,18.7,18.7,12.7,26.7,240.0,18 - 24,Unknown,Unknown,Unknown,Unknown,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,23.6,23.6,17.6,30.8,471.0,25 - 34,Unknown,Unknown,Unknown,Unknown,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,25.4,25.4,20.7,30.9,655.0,35 - 44,Unknown,Unknown,Unknown,Unknown,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,29.6,29.6,25.0,34.6,963.0,45 - 54,Unknown,Unknown,Unknown,Unknown,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,29.9,29.9,25.3,34.9,1346.0,55 - 64,Unknown,Unknown,Unknown,Unknown,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,22.6,22.6,19.9,25.7,2475.0,65 or older,Unknown,Unknown,Unknown,Unknown,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,23.0,23.0,16.1,31.9,136.0,18 - 24,Unknown,Unknown,Unknown,Unknown,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,29.3,29.3,23.2,36.3,295.0,25 - 34,Unknown,Unknown,Unknown,Unknown,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,32.9,32.9,27.5,38.9,430.0,35 - 44,Unknown,Unknown,Unknown,Unknown,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,36.4,36.4,32.0,41.0,742.0,45 - 54,Unknown,Unknown,Unknown,Unknown,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,36.9,36.9,33.2,40.7,1082.0,55 - 64,Unknown,Unknown,Unknown,Unknown,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,26.1,26.1,23.6,28.8,1842.0,65 or older,Unknown,Unknown,Unknown,Unknown,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,14.5,14.5,12.0,17.4,902.0,18 - 24,Unknown,Unknown,Unknown,Unknown,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,VALUE,6,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,23.7,23.7,21.4,26.2,1826.0,25 - 34,Unknown,Unknown,Unknown,Unknown,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,VALUE,6,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,25.9,25.9,23.7,28.2,2578.0,35 - 44,Unknown,Unknown,Unknown,Unknown,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,VALUE,6,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,27.6,27.6,25.7,29.7,2969.0,45 - 54,Unknown,Unknown,Unknown,Unknown,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,VALUE,6,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,27.6,27.6,25.6,29.8,3520.0,55 - 64,Unknown,Unknown,Unknown,Unknown,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,VALUE,6,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,21.2,21.2,19.7,22.7,5293.0,65 or older,Unknown,Unknown,Unknown,Unknown,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,VALUE,6,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,10.2,10.2,7.6,13.7,477.0,18 - 24,Unknown,Unknown,Unknown,Unknown,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,8,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,19.3,19.3,16.3,22.6,1025.0,25 - 34,Unknown,Unknown,Unknown,Unknown,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,8,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,22.7,22.7,20.2,25.3,1731.0,35 - 44,Unknown,Unknown,Unknown,Unknown,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,8,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,24.2,24.2,22.1,26.5,2487.0,45 - 54,Unknown,Unknown,Unknown,Unknown,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,8,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,24.2,24.2,22.3,26.2,3252.0,55 - 64,Unknown,Unknown,Unknown,Unknown,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,8,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,20.2,20.2,18.5,22.0,4004.0,65 or older,Unknown,Unknown,Unknown,Unknown,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,8,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,16.1,16.1,10.9,23.1,264.0,18 - 24,Unknown,Unknown,Unknown,Unknown,"(41.56266102, -72.649840952)",OWS,OWS1,Q036,VALUE,9,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,23.2,23.2,19.4,27.6,618.0,25 - 34,Unknown,Unknown,Unknown,Unknown,"(41.56266102, -72.649840952)",OWS,OWS1,Q036,VALUE,9,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,25.4,25.4,21.7,29.5,907.0,35 - 44,Unknown,Unknown,Unknown,Unknown,"(41.56266102, -72.649840952)",OWS,OWS1,Q036,VALUE,9,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,27.0,27.0,24.0,30.3,1287.0,45 - 54,Unknown,Unknown,Unknown,Unknown,"(41.56266102, -72.649840952)",OWS,OWS1,Q036,VALUE,9,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,28.6,28.6,25.4,32.0,1392.0,55 - 64,Unknown,Unknown,Unknown,Unknown,"(41.56266102, -72.649840952)",OWS,OWS1,Q036,VALUE,9,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,23.7,23.7,21.3,26.3,1989.0,65 or older,Unknown,Unknown,Unknown,Unknown,"(41.56266102, -72.649840952)",OWS,OWS1,Q036,VALUE,9,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,14.2,14.2,9.1,21.5,235.0,18 - 24,Unknown,Unknown,Unknown,Unknown,"(39.008830667, -75.577741168)",OWS,OWS1,Q036,VALUE,10,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,25.3,25.3,20.9,30.3,489.0,25 - 34,Unknown,Unknown,Unknown,Unknown,"(39.008830667, -75.577741168)",OWS,OWS1,Q036,VALUE,10,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,33.2,33.2,28.3,38.4,546.0,35 - 44,Unknown,Unknown,Unknown,Unknown,"(39.008830667, -75.577741168)",OWS,OWS1,Q036,VALUE,10,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,31.4,31.4,27.1,36.0,785.0,45 - 54,Unknown,Unknown,Unknown,Unknown,"(39.008830667, -75.577741168)",OWS,OWS1,Q036,VALUE,10,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,36.1,36.1,32.1,40.3,993.0,55 - 64,Unknown,Unknown,Unknown,Unknown,"(39.008830667, -75.577741168)",OWS,OWS1,Q036,VALUE,10,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,28.9,28.9,25.9,32.1,1482.0,65 or older,Unknown,Unknown,Unknown,Unknown,"(39.008830667, -75.577741168)",OWS,OWS1,Q036,VALUE,10,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,8.5,8.5,4.1,16.7,123.0,18 - 24,Unknown,Unknown,Unknown,Unknown,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,20.8,20.8,16.6,25.8,437.0,25 - 34,Unknown,Unknown,Unknown,Unknown,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,22.0,22.0,18.0,26.5,599.0,35 - 44,Unknown,Unknown,Unknown,Unknown,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,34.8,34.8,30.2,39.6,759.0,45 - 54,Unknown,Unknown,Unknown,Unknown,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,30.6,30.6,26.9,34.5,1064.0,55 - 64,Unknown,Unknown,Unknown,Unknown,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,26.3,26.3,23.2,29.6,1386.0,65 or older,Unknown,Unknown,Unknown,Unknown,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,10.7,10.7,7.9,14.3,464.0,18 - 24,Unknown,Unknown,Unknown,Unknown,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,25.9,25.9,22.3,29.8,973.0,25 - 34,Unknown,Unknown,Unknown,Unknown,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,29.9,29.9,26.5,33.5,1207.0,35 - 44,Unknown,Unknown,Unknown,Unknown,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,34.3,34.3,31.3,37.5,1933.0,45 - 54,Unknown,Unknown,Unknown,Unknown,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,31.2,31.2,28.5,34.0,2503.0,55 - 64,Unknown,Unknown,Unknown,Unknown,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,23.4,23.4,21.5,25.3,4690.0,65 or older,Unknown,Unknown,Unknown,Unknown,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,15.0,15.0,11.2,20.0,312.0,18 - 24,Unknown,Unknown,Unknown,Unknown,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,26.5,26.5,22.7,30.6,844.0,25 - 34,Unknown,Unknown,Unknown,Unknown,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,29.6,29.6,26.4,33.0,1189.0,35 - 44,Unknown,Unknown,Unknown,Unknown,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,33.7,33.7,30.9,36.6,1742.0,45 - 54,Unknown,Unknown,Unknown,Unknown,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,34.4,34.4,31.9,37.0,2239.0,55 - 64,Unknown,Unknown,Unknown,Unknown,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,25.4,25.4,23.4,27.4,3027.0,65 or older,Unknown,Unknown,Unknown,Unknown,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,9.3,9.3,6.1,13.8,330.0,18 - 24,Unknown,Unknown,Unknown,Unknown,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,23.7,23.7,19.7,28.2,694.0,25 - 34,Unknown,Unknown,Unknown,Unknown,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,30.5,30.5,26.5,34.9,825.0,35 - 44,Unknown,Unknown,Unknown,Unknown,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,25.0,25.0,21.7,28.5,1251.0,45 - 54,Unknown,Unknown,Unknown,Unknown,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,22.8,22.8,20.2,25.6,1821.0,55 - 64,Unknown,Unknown,Unknown,Unknown,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,16.9,16.9,14.7,19.3,2486.0,65 or older,Unknown,Unknown,Unknown,Unknown,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,15.7,15.7,11.0,22.0,224.0,18 - 24,Unknown,Unknown,Unknown,Unknown,"(43.682630005, -114.363730042)",OWS,OWS1,Q036,VALUE,16,Age (years),18 - 24,AGEYR,AGEYR1824
